	race_id	horse_id	jockey_id	trainer_id	rank	sex	age	weight	weight_diff	tansho_odds	popularity	impost	wakuban	umaban
8622	202302020306	2020101866	1157	1075	3	0	3	478	-2	5.6	3	56.0	1	1
8630	202302020306	2020103158	1091	1132	11	1	3	462	-2	31.6	8	54.0	2	2
8626	202302020306	2020101187	1109	1147	7	2	3	454	-4	88.3	11	56.0	3	3
8623	202302020306	2020103264	666	1191	4	1	3	458	-2	14.4	5	54.0	4	4
8631	202302020306	2020103478	1093	1055	12	1	3	420	4	17.6	6	54.0	4	5
8625	202302020306	2020103481	1102	1164	6	0	3	528	4	10.8	4	56.0	5	6
8621	202302020306	2020101184	1170	1052	2	0	3	436	0	3.1	2	56.0	5	7
8620	202302020306	2020106986	422	1086	1	0	3	472	0	2.5	1	56.0	6	8
8627	202302020306	2020102900	1197	1170	8	0	3	438	4	21.9	7	54.0	6	9
8624	202302020306	2020101620	1168	1082	5	0	3	442	-10	253.3	13	56.0	7	10
8628	202302020306	2020100230	1015	1069	9	0	3	482	2	54.0	10	56.0	7	11
8632	202302020306	2020103159	1062	1095	13	0	3	478	-2	37.9	9	56.0	8	12
8629	202302020306	2020102553	1185	1061	10	0	3	490	0	252.7	12	55.0	8	13
8640	202302020307	2020103918	1091	1056	8	0	3	480	0	18.2	6	55.0	1	1
8644	202302020307	2020101214	1168	1003	12	1	3	510	0	87.1	10	53.0	2	2
8638	202302020307	2020106755	1157	1091	6	0	3	470	10	5.0	5	55.0	3	3
8643	202302020307	2019106168	1202	1130	11	1	4	438	-2	76.1	9	53.0	4	4
8635	202302020307	2019106884	1205	1085	3	0	4	492	4	49.0	8	55.0	5	5
8642	202302020307	2019102203	1173	1093	10	1	4	470	0	225.7	12	56.0	5	6
8637	202302020307	2018104971	1197	1153	5	1	5	502	2	4.7	3	54.0	6	7
8633	202302020307	2019110130	1190	1185	1	1	4	478	2	3.8	1	52.0	6	8
8636	202302020307	2019101662	1192	1163	4	1	4	530	0	4.9	4	55.0	7	9
8634	202302020307	2019101266	1191	1112	2	0	4	496	-4	4.4	2	57.0	7	10
8639	202302020307	2019101794	5243	1089	7	0	4	490	0	22.1	7	58.0	8	11
8641	202302020307	2019102768	1177	1096	9	1	4	418	-8	193.1	11	54.0	8	12
8646	202302020308	2019103410	1091	1100	2	0	4	456	6	6.3	4	58.0	1	1
8653	202302020308	2017100169	1168	1033	9	0	6	518	-4	17.9	8	58.0	2	2
8654	202302020308	2019104202	1202	1120	10	1	4	448	-2	142.9	11	53.0	3	3
8645	202302020308	2020101873	1197	1153	1	0	3	444	-2	7.6	5	53.0	4	4
8648	202302020308	2020106873	1170	1088	4	0	3	466	2	3.4	1	55.0	5	5
8652	202302020308	2020101230	1192	1038	8	0	3	544	-2	5.2	3	54.0	6	6
8650	202302020308	2019104005	1109	1024	6	0	4	494	-6	25.9	9	58.0	6	7
8649	202302020308	2019101325	1015	1029	5	0	4	480	4	11.0	6	58.0	7	8
8647	202302020308	2019101621	1178	1166	3	0	4	458	-2	4.7	2	58.0	7	9
8655	202302020308	2018103529	1205	1096	11	1	5	460	1	102.4	10	53.0	8	10
8651	202302020308	2019106014	1095	1066	7	0	4	480	10	13.9	7	58.0	8	11
8659	202302020309	2020106925	666	1099	4	1	3	500	-6	2.5	1	53.0	1	1
8661	202302020309	2019105542	1102	438	6	0	4	478	-2	7.4	3	58.0	2	2
8665	202302020309	2020102552	1157	1110	10	0	3	478	4	22.8	7	55.0	3	3
8664	202302020309	2019100437	422	1087	9	0	4	462	-2	235.4	10	58.0	4	4
8662	202302020309	2017104215	1176	1107	7	1	6	466	2	11.3	5	56.0	5	5
8656	202302020309	2019105844	5243	1124	1	0	4	486	-2	39.5	8	58.0	6	6
8658	202302020309	2018106354	1168	1098	3	0	5	470	0	11.6	6	58.0	7	7
8657	202302020309	2019100702	1091	1093	2	0	4	478	-2	42.7	9	58.0	7	8
8660	202302020309	2020105154	1178	1086	5	0	3	522	0	2.8	2	55.0	8	9
8663	202302020309	2019106866	1140	1184	8	0	4	494	4	10.5	4	58.0	8	10
8671	202302020310	2019102456	1166	1178	6	0	4	496	4	5.1	3	58.0	1	1
8667	202302020310	2019103136	1091	1023	2	0	4	486	-2	12.2	5	58.0	2	2
8668	202302020310	2018104765	1170	1059	3	1	5	430	-2	2.1	1	56.0	3	3
8674	202302020310	2017103886	422	1085	9	1	6	480	-2	101.6	9	56.0	4	4
8670	202302020310	2018103296	1197	1010	5	2	5	446	-6	50.8	8	58.0	5	5
8669	202302020310	2019105317	1157	1135	4	1	4	438	-8	9.5	4	56.0	6	6
8673	202302020310	2018101964	1168	1003	8	1	5	474	-6	17.6	6	56.0	7	7
8672	202302020310	2019101819	1178	1056	7	1	4	470	2	21.3	7	56.0	8	8
8666	202302020310	2019104525	1102	1002	1	1	4	426	16	3.7	2	56.0	8	9
8680	202302020311	2017102835	1115	1180	6	0	6	504	2	24.5	8	57.0	1	1
8678	202302020311	2016105547	1091	1076	4	0	7	514	16	12.2	6	58.0	2	2
8682	202302020311	2017104719	1095	1117	8	0	6	472	4	39.2	10	58.5	3	3
8686	202302020311	2018100487	1192	1020	12	1	5	446	0	72.4	11	53.0	3	4
8684	202302020311	2017110088	1025	1132	10	0	6	530	10	205.9	13	54.0	4	5
8679	202302020311	2019101908	1140	1127	5	0	4	520	2	9.3	5	56.0	4	6
8683	202302020311	2017104105	1168	1098	9	1	6	482	10	26.9	9	55.5	5	7
8688	202302020311	2016105952	1109	1090	14	0	7	498	2	433.4	14	53.0	5	8
8676	202302020311	2018105452	1157	1070	2	0	5	518	0	5.2	3	57.0	6	9
8675	202302020311	2018106084	1093	1161	1	0	5	530	-6	3.1	1	57.5	6	10
8685	202302020311	2019104089	5203	1066	11	0	4	498	4	6.0	4	55.0	7	11
8681	202302020311	2017110066	1197	1054	7	0	6	520	10	170.5	12	54.0	7	12
8677	202302020311	2019102737	5339	1160	3	0	4	490	0	5.1	2	57.5	8	13
8687	202302020311	2018100897	666	1121	13	1	5	514	0	15.8	7	55.0	8	14
8696	202302020312	2018104908	1091	1114	8	1	5	448	-2	12.3	5	56.0	1	1
8693	202302020312	2019102320	1015	1084	5	0	4	474	-4	112.0	11	58.0	2	2
8699	202302020312	2019106103	1140	417	11	0	4	496	-2	27.6	7	58.0	3	3
8697	202302020312	2020102049	1186	1066	9	1	3	430	16	68.8	10	52.0	4	4
8689	202302020312	2018104559	1102	1136	1	1	5	488	2	7.6	4	56.0	5	5
8698	202302020312	2018100772	1185	1041	10	1	5	434	2	45.8	9	55.0	6	6
8694	202302020312	2019103584	1190	1158	6	0	4	510	0	35.7	8	54.0	6	7
8692	202302020312	2018100480	1197	1180	4	0	5	456	-2	6.1	3	56.0	7	8
8695	202302020312	2020105561	1030	1073	7	0	3	496	8	2.5	1	55.0	7	9
8691	202302020312	2020102718	1170	1150	3	1	3	444	10	3.3	2	53.0	8	10
8690	202302020312	2020100151	1157	1149	2	1	3	452	-4	13.3	6	53.0	8	11
9041	202302020401	2021107234	1025	1116	12	1	2	428	-6	55.3	9	55.0	1	1
9031	202302020401	2021103812	1190	1075	2	0	2	438	2	3.7	2	51.0	2	2
9038	202302020401	2021100263	1176	412	9	0	2	498	4	120.0	11	55.0	3	3
9040	202302020401	2021102193	1192	1118	11	0	2	440	-6	132.4	12	54.0	4	4
9034	202302020401	2021106573	1091	1094	5	1	2	448	-2	20.0	6	55.0	5	5
9039	202302020401	2021100822	1197	1169	10	0	2	470	4	5.1	3	53.0	5	6
9035	202302020401	2021104268	1140	1173	6	0	2	428	6	69.7	10	55.0	6	7
9033	202302020401	2021103706	1170	1023	4	1	2	466	4	8.2	4	55.0	6	8
9030	202302020401	2021110055	666	427	1	0	2	468	-2	2.7	1	55.0	7	9
9037	202302020401	2021110101	1186	1125	8	1	2	494	-2	33.1	8	54.0	7	10
9036	202302020401	2021103882	1157	1178	7	0	2	452	-4	28.2	7	55.0	8	11
9032	202302020401	2021102164	1202	1172	3	0	2	450	4	13.1	5	52.0	8	12
9045	202302020402	2020100703	1205	1084	4	0	3	456	-6	64.4	8	53.0	1	1
9050	202302020402	2020100878	1025	1096	9	1	3	486	6	46.8	7	54.0	2	2
9044	202302020402	2020100646	1197	1166	3	1	3	410	4	13.2	4	52.0	3	3
9046	202302020402	2020103936	1091	1088	5	1	3	506	2	45.9	6	54.0	4	4
9043	202302020402	2020101742	1095	1118	2	0	3	492	6	7.9	3	56.0	5	5
9052	202302020402	2020105740	1109	1035	11	0	3	442	-6	24.0	5	56.0	5	6
9042	202302020402	2020105137	5339	1163	1	0	3	450	2	1.2	1	56.0	6	7
9047	202302020402	2020102876	1190	1146	6	1	3	444	6	72.1	9	50.0	6	8
9053	202302020402	2020104453	1198	1089	12	0	3	502	12	479.7	12	53.0	7	9
9051	202302020402	2020103423	1202	1071	10	0	3	474	0	123.8	10	53.0	7	10
9049	202302020402	2020105165	1168	1003	8	1	3	462	-2	156.4	11	54.0	8	11
9048	202302020402	2020101252	1170	1026	7	0	3	454	4	7.1	2	56.0	8	12
